"realSum","room_type","room_shared","room_private","person_capacity","host_is_superhost","multi","biz","cleanliness_rating","guest_satisfaction_overall","bedrooms","dist","metro_dist","attr_index","attr_index_norm","rest_index","rest_index_norm","lng","lat","day","city"
296.159940348588,"Private room","False","True",2,"True","0","0",10,97,1,0.699820605505615,0.193709390317067,518.478946500867,25.239380398516,1218.66222845108,71.6080281774532,2.35385,48.86282,"weekdays","paris"
288.237487184267,"Private room","False","True",2,"True","0","0",10,97,1,2.10000544339974,0.107220689158917,873.216961530183,42.5079074304509,1000.54332741929,58.7914625643784,2.32436,48.85902,"weekdays","paris"
211.343088824681,"Private room","False","True",2,"False","0","0",10,94,1,3.30232511277005,0.23472381656067,444.556076798015,21.6408400119256,902.854467379711,53.0513103884725,2.31714,48.87475,"weekdays","paris"
298.956100288937,"Entire home/apt","False","False",2,"False","0","1",9,91,1,0.547566676157124,0.195996522231078,542.142013936031,26.3912905472742,1199.18416572055,70.4635062317596,2.356,48.861,"weekdays","paris"
247.926181377575,"Entire home/apt","False","False",4,"False","0","0",7,82,1,1.19792093032898,0.103572851518491,406.928958394001,19.8091645676126,1070.77549663199,62.9182723025765,2.35915,48.86648,"weekdays","paris"
527.076148755709,"Entire home/apt","False","False",4,"True","0","0",10,93,1,1.5432014736899,0.54913026021967,967.478112021454,47.0965084722234,1095.87043402984,64.3928392025297,2.33201,48.85891,"weekdays","paris"
193.63407586914,"Private room","False","True",2,"False","0","0",10,90,1,3.99817554508886,0.415837904616373,422.895629336577,20.586416728645,803.43404860484,47.2094126231715,2.3067,48.87582,"weekdays","paris"
207.148848914158,"Entire home/apt","False","False",2,"False","0","0",10,95,1,1.42527922562712,0.207386515179801,374.367761929938,18.2240964962209,1018.15935956246,59.8265724550706,2.36075,48.86825,"weekdays","paris"
345.092739304688,"Entire home/apt","False","False",2,"False","0","1",9,94,0,1.77103645408522,0.2106926013294,623.192129979349,30.3367828839775,1358.63736510916,79.8329023845536,2.33543,48.86767,"weekdays","paris"
741.448410849101,"Entire home/apt","False","False",3,"False","0","1",10,91,1,0.973833288250403,0.155016823456079,650.586755185212,31.6703440075523,1372.58917461049,80.6527042497243,2.34467,48.86352,"weekdays","paris"
350.918072513748,"Private room","False","True",2,"True","0","0",10,99,1,1.10221878679837,0.22463004542312,406.455629615528,19.786123082179,1059.33776669637,62.2461965884087,2.36172,48.86452,"weekdays","paris"
239.304688228167,"Entire home/apt","False","False",2,"False","0","1",9,89,0,1.32651525823518,0.1642500035088,479.006792816723,23.3178892585066,1219.4940978095,71.6569084357125,2.3484,48.86815,"weekdays","paris"
242.799888153602,"Private room","False","True",2,"True","1","0",10,99,1,0.675493274687933,0.214086450264099,734.793216797474,35.7694861829258,1189.7942751427,69.9117606098934,2.35093,48.85061,"weekdays","paris"
242.799888153602,"Private room","False","True",2,"False","0","0",10,97,1,1.07354961002081,0.139356720584975,487.339210100836,23.7235085240375,1209.71679635512,71.0823987301522,2.3506,48.86612,"weekdays","paris"
845.605368627085,"Entire home/apt","False","False",4,"False","0","1",8,80,1,3.84500672308081,0.290080576002871,486.89884979243,23.702071932617,924.179768118248,54.3043751840548,2.30609,48.87234,"weekdays","paris"
277.984900736322,"Private room","False","True",2,"True","1","0",10,96,1,0.231161147860463,0.31206699465905,606.932567744768,29.5452728735489,1298.30768994203,76.2879586105962,2.35564,48.85739,"weekdays","paris"
301.053220244198,"Entire home/apt","False","False",2,"True","0","0",10,97,0,2.70468005651,0.181905641601765,548.978976933475,26.7241116020686,1039.78336130475,61.0971887833042,2.322,48.87,"weekdays","paris"
301.053220244198,"Entire home/apt","False","False",2,"False","0","0",10,97,1,1.0200214526113,0.350933295010764,764.505419335094,37.2158661900327,1369.67707820964,80.4815908138115,2.33902,48.8551,"weekdays","paris"
382.141858514307,"Private room","False","True",2,"False","1","0",10,90,1,1.55072259972143,0.18772371519257,475.086663114449,23.1270586656061,1205.14747289411,70.8139073996515,2.34653,48.8699,"weekdays","paris"
336.005219498555,"Entire home/apt","False","False",2,"False","0","0",9,87,1,1.69270203883373,0.177790550287964,599.824793368855,29.1992688121087,1364.6854188068,80.1882832189541,2.33735,48.86791,"weekdays","paris"
484.201696337031,"Entire home/apt","False","False",2,"False","0","0",10,96,1,0.823261941992696,0.239301093994862,494.129651573834,24.0540649266986,1209.14833860137,71.0489964157966,2.3538,48.86394,"weekdays","paris"
435.501910709293,"Entire home/apt","False","False",4,"False","0","1",9,80,1,1.24230478657012,0.0695317642585103,506.92959237916,24.6771617317751,1279.3332612383,75.1730299670829,2.34713,48.86711,"weekdays","paris"
463.463510112778,"Entire home/apt","False","False",4,"False","0","0",10,93,1,3.25098487033439,0.22012060095771,542.419155423407,26.4047817014885,953.633034602469,56.0350354827667,2.31294,48.86943,"weekdays","paris"
318.296206543014,"Entire home/apt","False","False",2,"False","0","0",9,94,0,1.09058598170146,0.193038294464377,745.567326363311,36.293966205929,1364.22846035625,80.1614325520184,2.34119,48.86274,"weekdays","paris"
287.072420542455,"Private room","False","True",2,"False","1","0",10,94,1,2.26127427019063,0.111812575674608,421.34722054013,20.5110407102171,1123.71389027101,66.0289077968682,2.34349,48.87597,"weekdays","paris"
305.713486811446,"Private room","False","True",2,"False","0","0",9,83,1,2.05212780961346,0.0822563181511224,677.96020393108,33.0028742681905,1008.83402191272,59.2786199333654,2.32478,48.85609,"weekdays","paris"
815.779662596701,"Entire home/apt","False","False",6,"False","0","1",10,88,2,1.18860950671873,0.148942305528668,463.634191784649,22.5695562205276,1138.05448046298,66.8715542353756,2.35136,48.86722,"weekdays","paris"
968.403392674061,"Entire home/apt","False","False",6,"False","0","1",10,97,2,1.00478086574231,0.228284758354445,430.710472302442,20.9668406507759,1079.21687617555,63.4142838553269,2.35917,48.86455,"weekdays","paris"
968.403392674061,"Entire home/apt","False","False",6,"False","0","1",10,97,2,1.16089101957288,0.136358206417894,414.723015039884,20.1885766186913,1068.8566166291,62.8055198022465,2.35871,48.86624,"weekdays","paris"
469.055829993476,"Entire home/apt","False","False",4,"False","0","1",9,89,2,0.549136822629723,0.121172021714423,520.277777047214,25.3269468633418,1183.35752835751,69.5335403496734,2.36022,48.85629,"weekdays","paris"
373.986392021624,"Entire home/apt","False","False",2,"True","0","0",10,98,1,1.86574589528686,0.266644823144085,384.684391341487,18.7263065394752,1042.67058722171,61.2668408411013,2.35258,48.87335,"weekdays","paris"
287.305433870817,"Entire home/apt","False","False",2,"False","0","1",9,91,1,1.27130713917938,0.196983242631868,477.821055468937,23.2601679639864,1190.68781104225,69.9642643655515,2.34905,48.86774,"weekdays","paris"
619.815453443937,"Entire home/apt","False","False",6,"False","0","1",10,92,2,0.898793535291248,0.244552741491038,450.973059140171,21.9532165499457,1087.05092571385,63.8746089782244,2.35816,48.86382,"weekdays","paris"
382.141858514307,"Entire home/apt","False","False",4,"False","0","0",10,97,1,1.54015259414313,0.085476179219064,698.23089265454,33.9896445644275,1418.30993995047,83.3392352476707,2.33218,48.85378,"weekdays","paris"
426.41439090316,"Entire home/apt","False","False",3,"False","0","0",9,97,2,1.73511190835075,0.326860783090535,813.50591606648,39.6011938587188,1083.75326826255,63.6808401535413,2.32912,48.85732,"weekdays","paris"
486.531829620654,"Entire home/apt","False","False",4,"False","0","0",9,95,0,0.321026090844216,0.31296697084434,778.067151201533,37.8760467272557,1181.97995875247,69.4525949976378,2.35327,48.8537,"weekdays","paris"
169.633703047814,"Entire home/apt","False","False",2,"True","0","0",10,95,0,0.943178025801505,0.366748087468102,440.380756960753,21.4375868492478,1090.45862943598,64.0748440708181,2.36095,48.8631,"weekdays","paris"
289.402553826079,"Entire home/apt","False","False",2,"False","0","0",8,88,0,0.798819080051352,0.257348034301388,475.559109196663,23.1500571816832,1144.29111469274,67.2380159745109,2.35667,48.86327,"weekdays","paris"
833.954702208966,"Private room","False","True",4,"False","0","1",9,92,2,1.00905018532847,0.234960569086732,427.079813798043,20.7901014182418,1069.81394670584,62.8617720742128,2.3599,48.86432,"weekdays","paris"
632.398173175506,"Entire home/apt","False","False",6,"False","0","1",9,84,2,0.855194712630174,0.445570187358436,453.836492865133,22.0926075387563,1069.24172191742,62.8281484106445,2.361,48.862,"weekdays","paris"
697.40889178861,"Private room","False","True",4,"False","0","1",10,92,1,2.70776338099734,0.265060377694214,562.915079893275,27.4025163979606,1015.80519343247,59.6882427434941,2.321,48.869,"weekdays","paris"
428.511510858421,"Private room","False","True",3,"False","0","1",9,82,1,2.70775390077343,0.265058630704901,562.917692866032,27.402643596594,1015.80910443722,59.688472552322,2.321,48.869,"weekdays","paris"
312.703886662317,"Entire home/apt","False","False",2,"False","0","0",9,93,0,0.576092860567064,0.0930472805042514,512.04960911522,24.9264024211422,1115.59703672887,65.5519652416726,2.36003,48.85463,"weekdays","paris"
366.063938857303,"Entire home/apt","False","False",3,"False","0","1",9,90,0,2.38552524634872,0.122632184223736,552.590057503933,26.8998977873757,1125.4647856294,66.131789597282,2.3341,48.87415,"weekdays","paris"
689.253425295927,"Entire home/apt","False","False",2,"True","0","1",10,98,1,3.14517434654336,0.279149253642151,502.130273809436,24.4435325210763,946.936089702966,55.6415261018483,2.31622,48.87139,"weekdays","paris"
423.851244291173,"Private room","False","True",2,"False","0","1",10,90,1,0.905238120634168,0.394786977687641,445.36086115302,21.6800166431308,1067.3245631958,62.7154970520043,2.36157,48.86226,"weekdays","paris"
318.296206543014,"Entire home/apt","False","False",2,"False","0","0",9,88,1,1.80681016038265,0.125349075843756,357.736376958972,17.414486280282,957.180679367421,56.2434934462298,2.35776,48.87248,"weekdays","paris"
474.648149874173,"Entire home/apt","False","False",4,"True","0","1",10,97,1,1.91046810809758,0.0587141874178761,777.010376452006,37.8246032885609,1194.16792895817,70.1687544826375,2.33,48.86494,"weekdays","paris"
660.126759250629,"Entire home/apt","False","False",3,"True","0","0",10,97,1,0.729763580122559,0.106225069965948,615.444446498044,29.9596282629236,1359.27693306854,79.8704831016611,2.34744,48.86212,"weekdays","paris"
263.771087706217,"Entire home/apt","False","False",2,"False","0","1",9,92,0,1.45207109046346,0.154471143609911,446.22455371242,21.7220609058751,1127.9461517969,66.2775935241559,2.35031,48.86953,"weekdays","paris"
606.766707055644,"Entire home/apt","False","False",5,"False","0","1",10,100,1,2.18492445917722,0.108858279822049,626.557105517226,30.5005887592312,1257.18067512567,73.8713542660377,2.331,48.87,"weekdays","paris"
291.732687109703,"Entire home/apt","False","False",2,"False","1","0",9,90,1,1.470104231986,0.105049662877195,424.349137052241,20.6571729944402,1120.52843477288,65.8417319069922,2.35246,48.86979,"weekdays","paris"
589.75673408519,"Entire home/apt","False","False",6,"False","0","1",9,85,1,1.78652555237303,0.121805929853373,618.989719605031,30.1322109630849,1074.05222707998,63.1108114662363,2.329,48.853,"weekdays","paris"
555.969801472644,"Entire home/apt","False","False",2,"False","0","1",9,86,0,1.50108331094771,0.119781076376409,446.301805774179,21.7258215102091,1142.42017399237,67.1280803653961,2.35026,48.86997,"weekdays","paris"
422.919190977724,"Entire home/apt","False","False",2,"True","0","1",10,98,1,0.817539356686558,0.0941621165628093,784.129231148178,38.1711467362574,1489.70162479734,87.5341775875579,2.343,48.853,"weekdays","paris"
469.055829993476,"Entire home/apt","False","False",5,"False","1","0",8,88,1,0.609792603040998,0.318300690997041,541.554193088502,26.3626756265005,1168.8460212118,68.680850910116,2.36071,48.85814,"weekdays","paris"
524.746015472085,"Entire home/apt","False","False",5,"False","0","1",9,95,1,1.18957638770921,0.13634986995901,459.462094943979,22.3664599522379,1126.39756306148,66.1865991672184,2.35181,48.86725,"weekdays","paris"
921.101687016497,"Entire home/apt","False","False",6,"False","0","1",10,95,2,1.16484588321831,0.195989810160065,479.654965757096,23.3494420988225,1191.78277423794,70.0286038958497,2.35011,48.8669,"weekdays","paris"
880.557367881443,"Entire home/apt","False","False",2,"False","0","1",9,93,1,1.18374021774934,0.177199904250652,722.980812856763,35.1944623396384,1608.16272311355,94.4948968649088,2.33718,48.85376,"weekdays","paris"
486.298816292292,"Entire home/apt","False","False",4,"False","0","1",9,91,1,2.58819740899957,0.167524758604212,510.93043289561,24.8719212999118,1068.6003686453,62.7904627893873,2.33177,48.87529,"weekdays","paris"
434.336844067481,"Entire home/apt","False","False",2,"False","0","0",10,100,1,1.00058357551384,0.294322464196607,424.186313364769,20.6492467922024,1073.50340291898,63.0785628126981,2.36291,48.86257,"weekdays","paris"
284.975300587194,"Entire home/apt","False","False",2,"True","0","0",10,93,1,0.871110821108111,0.0522761377701478,751.545654755811,36.5849892174975,1349.11478808904,79.2733601687865,2.34484,48.85072,"weekdays","paris"
393.792524932426,"Private room","False","True",4,"False","0","0",8,87,1,3.79467954072577,0.228930321117212,469.766915878202,22.8680951627951,901.867144464771,52.9932957512231,2.30765,48.8733,"weekdays","paris"
405.443191350545,"Private room","False","True",2,"False","0","1",10,88,1,2.70777309341085,0.265069638857798,562.913757758915,27.4024520369056,1015.79966314794,59.6879177865366,2.321,48.869,"weekdays","paris"
287.305433870817,"Entire home/apt","False","False",2,"False","0","1",9,92,0,1.30529739457356,0.154359985042751,481.670818029906,23.4475731081606,1296.76432678402,76.1972713061679,2.34838,48.86795,"weekdays","paris"
230.916208407121,"Entire home/apt","False","False",2,"False","1","0",10,94,0,1.11159951206207,0.215685593257989,391.009049449203,19.0341887648741,1012.85831375324,59.5150854582517,2.36512,48.86234,"weekdays","paris"
577.873054338708,"Entire home/apt","False","False",2,"False","1","0",9,93,0,1.91770351590629,0.284468698565103,1397.03996639851,68.0074347894527,1051.52766336693,61.787278533654,2.32693,48.85929,"weekdays","paris"
973.762699226396,"Entire home/apt","False","False",5,"False","0","1",9,96,2,3.27541414823668,0.252299340756776,531.531257378072,25.8747624936478,955.461623615414,56.142482526342,2.313,48.87,"weekdays","paris"
